Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,ai_summary
Open: Inside the Ropes at Bethpage Black,"Tiger Woods has called the U.S. Open ""the most difficult national championship."" With Open, John Feinstein goes behind the scenes to tell for the first time the full story of how the 2002 U.S. Open Championship came into being-how a public course was transformed into one of the most difficult and surprising in the tournament's history, and how the greatest golfers in the world rose to its almost insurmountable challenges. The Black course at the public golf club in Bethpage, New York, has long had a mythic status among golfers. Designed by legendary course architect A. W. Tillinghast in 1936, it is known as a work of genius-with long fairways, gorgeous vistas, and roughs and bunkers that stymie all but the very best golfers. It is a course where any player can compete, but its cult reputation means that golfers often have to camp overnight in the parking lot to get a tee time the next day. The 2002 U.S. Open at Bethpage Black was the first time in history that golf's greatest championship had been held at a true public course. Open is the full drama of that championship, from the moment that officials first considered holding it there until the last putt rolled in at dusk on Sunday. Along the way, John Feinstein reveals the full glory of golf as it's never been explored before. He digs deep to find out what it really takes to make golf's most famous event worthy of the champions who compete in it. He tells the remarkable story of the artisans who transformed the Black from a downtrodden and rough-around-the-edges public course to one that top pros hailed as ""unbelievable"" and ""the toughest par-70 I've ever played in my life."" He also tracks the drama of the masters who battled for supremacy at the Black-Tiger Woods, Sergio Garcia, Nick Faldo, Phil Mickelson, Jeff Maggert-to show how true champions respond to the toughest conditions. Open is the story of people who devote their entire lives to golf, both behind the scenes and inside the ropes. Their struggles and exhilarations as they master the monster known as Bethpage Black make for a story every golf lover will want to read again and again.",['John Feinstein'],http://books.google.com/books/content?id=ffM5AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ffM5AQAAQBAJ&printsec=frontcover&dq=Open:+Inside+the+Ropes+at+Bethpage+Black&hl=&cd=1&source=gbs_api,Hachette UK,2003-05-01,https://play.google.com/store/books/details?id=ffM5AQAAQBAJ&source=gbs_api,['Sports & Recreation'],2.0,"""Open: Inside the Ropes at Bethpage Black"" by John Feinstein receives mixed reviews. The book details the behind-the-scenes efforts of hosting the 2002 U.S. Open Golf Championship, focusing on logistics, planning, and the transformation of Bethpage Black into a world-class public course event. Positive feedback highlights Feinstein's in-depth storytelling, acknowledging his skill in providing a unique look at event management and celebrating the hard work of the event organizers. However, many critics argue the book overemphasizes minutiae, biographies of unknown figures, and logistical details at the expense of covering the actual golf tournament, leaving avid sports fans disappointed."
Rocks and Minerals (National Audubon Society First Field Guides),"Displays rocks, minerals, variant forms, and major gemstones","['Charles Wesley Chesterman', 'National Audubon Society']",http://books.google.com/books/content?id=TckSAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=TckSAQAAIAAJ&q=Rocks+and+Minerals+(National+Audubon+Society+First+Field+Guides)&dq=Rocks+and+Minerals+(National+Audubon+Society+First+Field+Guides)&hl=&cd=1&source=gbs_api,New York : Knopf,1978,http://books.google.nl/books?id=TckSAQAAIAAJ&dq=Rocks+and+Minerals+(National+Audubon+Society+First+Field+Guides)&hl=&source=gbs_api,['Nature'],3.0,"The book on rocks and minerals receives commendation for its accessibility, clear information, vibrant illustrations, and suitability for ESL and special education students. It is praised as an excellent resource for children, families, and beginner geologists, providing a well-organized, non-overwhelming introduction to geology. Several users valued its use during educational activities, like science field days, and as a travel companion. It is appreciated for explaining complex topics in a comprehensible manner, even for adults. Some reviews highlighted the book's durability and quality, and it's recommended for both children aged 9-14 and adults seeking fundamental geological knowledge."
"The Six Sigma Way: How GE, Motorola, and Other Top Companies are Honing Their Performance","An implementation blueprint for SIX SIGMA! ""The Six Sigma Way demystifies Six Sigma with a real-world 'how-to 'guide. A good investment for any business planning to launch Six Sigma."" John Biedry, VP Quality & Compliance, Sears Home Services. Cost reduction...productivity improvement...customer retention...these are the promises of the Six Sigma quality management system. The Six Sigma Way reveals how GE, Motorola, and numerous other companies are successfully using Six Sigma to fine-tune products and processes, improve performance, and increase profits. Now you can read the roadmap for implementing Six Sigma in your manufacturing or service organization. The authorswho have worked with some of the most visible Six Sigma companies including GEprovide step-by-step guidance and practical implementation guidelines. Whether your goal is to fix a process problem or implement Six Sigma company-wide, The Six Sigma Way will help you develop an approach customized for your company's needs and the challenges of the twenty-first century business environment. The Six Sigma Way: Addresses the challenges and politics of launching, leading, and training people for Six Sigma. Focuses on implementing the major steps and quality improvement tools in the Six Sigma system. Features insights, comments, and examples from business leaders and managers using Six Sigma in their organizations.","['Peter S. Pande', 'Robert P. Neuman', 'Roland R. Cavanagh']",http://books.google.com/books/content?id=ybOuvzvcqTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=ybOuvzvcqTAC&printsec=frontcover&dq=The+Six+Sigma+Way:+How+GE,+Motorola,+and+Other+Top+Companies+are+Honing+Their+Performance&hl=&cd=1&source=gbs_api",McGraw Hill Professional,2000-05-19,https://play.google.com/store/books/details?id=ybOuvzvcqTAC&source=gbs_api,['Business & Economics'],6.0,"""The Six Sigma Way"" is highly regarded by readers for its clear, engaging introduction to the Six Sigma methodology. The book, authored by Pande et al., is praised for using plain language to explain complex concepts and tools, offering a practical roadmap for implementing Six Sigma. Reviewers appreciate its adaptability to different business needs and environments, and its focus on customer satisfaction and long-term gains. Additionally, humorous case studies and examples enhance understanding. However, some reviewers criticize the lack of detailed statistical methods and feel the audiobook version lacks substance. Overall, it's recommended for both beginners and experienced professionals interested in quality improvement initiatives."
James Herriot's Favorite Dog Stories,"Tells the stories of ten dogs, from border collies and sheepdogs to the exploits of Tricki Woo, the unforgettable Pekinese",['James Herriot'],http://books.google.com/books/content?id=Dgk6Rf0hZ1sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Dgk6Rf0hZ1sC&q=James+Herriot%27s+Favorite+Dog+Stories&dq=James+Herriot%27s+Favorite+Dog+Stories&hl=&cd=1&source=gbs_api,G K Hall & Company,1996-12,http://books.google.nl/books?id=Dgk6Rf0hZ1sC&dq=James+Herriot%27s+Favorite+Dog+Stories&hl=&source=gbs_api,['Technology & Engineering'],2.0,"James Herriot's ""Dog Stories"" receives high praise from reviewers for its heartwarming tales, charming storytelling, and humor, which transport readers into the life of a compassionate country veterinarian. The book is celebrated for its ability to evoke laughter, tears, and a deep appreciation for dogs and their unique personalities. Narrator Christopher Timothy's warm voice and talent in accents are noted as enhancing the reading experience. Some readers find the book repetitive, as it compiles stories from Herriot's previous works, and there are mixed opinions on the physical quality of the book. However, it is widely regarded as a must-read for dog lovers and animal enthusiasts."
"Mayor of Casterbridge, the","Under the influence of rum, Michael Henchard sells his wife and daughter to a sailor. Years later, the widowed wife returns to find her husband the Mayor of Casterbridge.",['Thomas Hardy'],http://books.google.com/books/content?id=gXSuUIFFEywC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=gXSuUIFFEywC&printsec=frontcover&dq=Mayor+of+Casterbridge,+the&hl=&cd=1&source=gbs_api",Wordsworth Editions,1994,"http://books.google.nl/books?id=gXSuUIFFEywC&dq=Mayor+of+Casterbridge,+the&hl=&source=gbs_api",['Literary Criticism'],1.0,"""The Mayor of Casterbridge"" by Thomas Hardy has received mixed reviews. Positive feedback highlights the novel's gripping plot full of twists and turns, its engaging character study, and its vivid depiction of 19th-century English life. Critics praise Hardy's ability to create complex, realistic characters, particularly Michael Henchard, whose tragic flaws drive the story. The novel's exploration of fate, moral choices, and human nature is also appreciated. However, some readers find the story's pace slow, the characters unsympathetic, and the plot reliant on implausible coincidences. Additionally, the book's dark, depressing tone and dense prose are noted as potential reading challenges. Overall, the novel is considered a classic for its rich narrative and moral complexity."
The Four Agreements Companion Book : Using the Four Agreements to Master the Dream of Your Life,"The Four Agreements Companion Book takes you further along the journey to recover the awareness and wisdom of your authentic self. This book offers additional insights, practice ideas, a dialogue with don Miguel about applying The Four Agreements, and true stories from people who have transformed their lives.","['Don Miguel Ruiz', 'Janet Mills']",http://books.google.com/books/content?id=eHDcNdd-OTEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=eHDcNdd-OTEC&printsec=frontcover&dq=The+Four+Agreements+Companion+Book+:+Using+the+Four+Agreements+to+Master+the+Dream+of+Your+Life&hl=&cd=1&source=gbs_api,Amber-Allen Publishing,2010-03-18,https://play.google.com/store/books/details?id=eHDcNdd-OTEC&source=gbs_api,['Self-Help'],1.0,"The reviews for the companion book to ""The Four Agreements"" are mixed. Positively, many readers found the book to be helpful and transformative, providing practical exercises to implement the original agreements into daily life, leading to personal growth and increased self-awareness. The book is praised for expanding on the original concepts, offering a deeper understanding of Toltec wisdom, and being accessible and easy to follow. However, some negative feedback highlights issues with repetition, perceived redundancy with the original book, and a writing style deemed less effective by some readers. Critics also mentioned it as an unnecessary expansion if one thoroughly understands the original book."
A Very Young Dancer,"Photographs of a ten-year-old student in George Balanchine's School of American Ballet, supplemented by her descriptions of her feelings and experiences, provide insight to the excitement and hard work involved in auditioning and rehearsing for and playin",['Jill Krementz'],,http://books.google.nl/books?id=rdwTAAAACAAJ&dq=A+Very+Young+Dancer&hl=&cd=1&source=gbs_api,Yearling Books,1986-08-01,http://books.google.nl/books?id=rdwTAAAACAAJ&dq=A+Very+Young+Dancer&hl=&source=gbs_api,['Juvenile Nonfiction'],1.0,"""A Very Young Dancer"" by Jill Krementz is highly cherished and fondly remembered by readers as an inspiring book that vividly portrays the life of a young ballet dancer, Stephanie, who performs in ""The Nutcracker."" Positive feedback highlights its beautiful black-and-white photography, detailed narrative, and motivational impact, sparking a love for ballet and offering a glimpse into the life of a dancer. Many readers describe nostalgic connections, recalling childhood memories and sharing the book with younger generations. However, some feel that newer editions are less engaging due to simplified text and color photography, and express disappointment over its limited availability."
The Devil's Picnic: Around the World in Pursuit of Forbidden Fruit,"A journey into illicit pleasure the world over. From Norwegian moonshine to the pentobarbital sodium sipped by suicide tourists in Switzerland—and,, in between, baby eels killed by an infusion of tobacco, a garlicky Spanish stew of bull’s testicles, tea laced with cocaine, and malodorous French cheese—Taras Grescoe has written a travelogue of forbidden indulgences. As Grescoe crisscrosses the globe in pursuit of his quarry, he delves into questions of regional culture and repressive legislation—from the clandestine absinthe distillation in an obscure Swiss valley to the banning of poppy seed biscuits in Singapore—and launches into a philosophical investigation of what’s truly bizarre: how something as fundamental as the plants and foods we consume could be so vilified and demonized. An investigation into what thrills us, what terrifies us, and what would make us travel ten thousand miles and evade the local authorities, The Devil’s Picnic is a delicious and compelling expedition into the heart of vice and desire.",['Taras Grescoe'],http://books.google.com/books/content?id=JLx8QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=JLx8QgAACAAJ&dq=The+Devil%27s+Picnic:+Around+the+World+in+Pursuit+of+Forbidden+Fruit&hl=&cd=1&source=gbs_api,Bloomsbury USA,2005-09-01,http://books.google.nl/books?id=JLx8QgAACAAJ&dq=The+Devil%27s+Picnic:+Around+the+World+in+Pursuit+of+Forbidden+Fruit&hl=&source=gbs_api,['Travel'],7.0,"""The Devil's Picnic"" by Taras Grescoe is a travelogue exploring global prohibitions on consumable items, advocating a libertarian view against such bans. Grescoe journeys to various countries, sampling forbidden items—from Norwegian moonshine to Bolivian coca tea—while examining these restrictions' historical and societal contexts. The writing is praised for being engaging, blending personal anecdotes with thorough research and interviews. However, the Singapore chapter feels misplaced, showcasing Grescoe flouting laws needlessly. Compared to Anthony Bourdain and Michael Pollan, Grescoe delivers a vivid but serious exploration of prohibitions, with the book being both informative and entertaining for readers interested in food and libertarian themes."
The Very Best Wedding Planner & Organizer,"The Very Best Wedding Planner, Organizer & Keepsake is the latest in the best-selling line of wedding planning books in North America, created by WedSpace.com, the top social networking and planning site for weddings. This beautiful and exceptionally useful planner combines the very best wedding inspiration and planning sections with organizational features that every bride will love, plus a free Taken tank top the bride will love wearing both before and after her wedding! Brides will love bringing this book to meetings with vendors and using it as their guide throughout the entire wedding planning process, from engagement to honeymoon.","['Alex Lluch', 'Elizabeth Lluch']",http://books.google.com/books/content?id=WKFgvomZGYgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=WKFgvomZGYgC&printsec=frontcover&dq=The+Very+Best+Wedding+Planner&hl=&cd=1&source=gbs_api,WS Publishing Group,2010-12-16,http://books.google.nl/books?id=WKFgvomZGYgC&dq=The+Very+Best+Wedding+Planner&hl=&source=gbs_api,['Reference'],2.0,"The planner receives mixed reviews. Positively, users appreciate its binder style with removable sections and the accompanying CD-ROM for guest list management. However, they criticize the lack of tabs on dividers and folders for loose papers, suggesting adding separate tabs and plastic page holders. While one reviewer finds it comprehensive, another deems it unnecessary and bulky, stating most advice is basic knowledge or excessive. Though one user recommends online resources as alternatives, they still recommend the planner for brides seeking organization, despite the need for improvements in guest list management and storage solutions."
Information Seeking in Electronic Environments (Cambridge Series on Human-Computer Interaction),Describes how the strategies we use to locate information have begun to change as a result of computers and telecommunications technology.,['Gary Marchionini'],http://books.google.com/books/content?id=cYOHgr18DSQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=cYOHgr18DSQC&printsec=frontcover&dq=Information+Seeking+in+Electronic+Environments+(Cambridge+Series+on+Human-Computer+Interaction)&hl=&cd=1&source=gbs_api,Cambridge University Press,1997-03-13,http://books.google.nl/books?id=cYOHgr18DSQC&dq=Information+Seeking+in+Electronic+Environments+(Cambridge+Series+on+Human-Computer+Interaction)&hl=&source=gbs_api,['Computers'],2.0,"This textbook is essential for SJSU/SLIS students and frequently used by others. It offers a well-explained view of human information-seeking strategies, showing their evolution alongside information systems and their connection to cognitive processes. A researcher praises its clear, jargon-free language and practical examples. Although the book, published in 1995, remains relevant as of 2009, it could benefit from revisions to include recent impacts of social networking technologies on information-seeking."
American Apartheid,"This powerful and disturbing book clearly links persistent poverty among blacks in the United States to the unparalleled degree of deliberate segregation they experience in American cities. American Apartheid shows how the black ghetto was created by whites during the first half of the twentieth century in order to isolate growing urban black populations. It goes on to show that, despite the Fair Housing Act of 1968, segregation is perpetuated today through an interlocking set of individual actions, institutional practices, and governmental policies. In some urban areas the degree of black segregation is so intense and occurs in so many dimensions simultaneously that it amounts to “hypersegregation.” Douglas Massey and Nancy Denton demonstrate that this systematic segregation of African Americans leads inexorably to the creation of underclass communities during periods of economic downturn. Under conditions of extreme segregation, any increase in the overall rate of black poverty yields a marked increase in the geographic concentration of indigence and the deterioration of social and economic conditions in black communities. As ghetto residents adapt to this increasingly harsh environment under a climate of racial isolation, they evolve attitudes, behaviors, and practices that further marginalize their neighborhoods and undermine their chances of success in mainstream American society. This book is a sober challenge to those who argue that race is of declining significance in the United States today.",['Douglas Massey'],http://books.google.com/books/content?id=S2zsDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=S2zsDwAAQBAJ&printsec=frontcover&dq=American+Apartheid&hl=&cd=1&source=gbs_api,Harvard University Press,1998-07-15,https://play.google.com/store/books/details?id=S2zsDwAAQBAJ&source=gbs_api,['Social Science'],2.0,"The book provides an informative, eye-opening, and thought-provoking experience, as the author delivers candid insights without hesitation. Positive feedback highlights the book's straightforward approach and the depth of information provided, which encourages critical thinking and new perspectives. However, some negative feedback might include a perceived lack of nuance or balance, as the directness could be seen as too blunt or lacking in softer, more subtle approaches. Overall, readers appreciate the book's honesty and its ability to provoke thoughtful reflection."
Caravaggio (Rizzoli Quadrifolio),"Mobile homes--or manufactured housing, as they are called today--provide shelter for more than twelve and a half million Americans, and in the last two decades have accounted for one quarter of all new single family housing produced annually. Yet they have been attacked as unsafe and unsatisfactory, and critics have argued that they should be banned or restricted. But to Allan Wallis, the mobile home embodies many of the most fundamental American ideals of home and community. In Wheel Estate, Allan Wallis offers a lively and informative history of this much-maligned form of housing over six decades. He begins with the travel trailers of the late 1920s and 1930s, describing models that were built like yachts or unfolded like Polaroid cameras. With the Second World War, Wallis writes, the industry mushroomed as trailers became homes for thousands of defense workers; he vividly portrays the communities they lived in and the trailer houses that were turned out under government contract. After the war, severe housing shortages sustained demand for trailers as year-round housing. The industry responded with new models--now called mobile homes--that tried to strike a balance between house and vehicle, even as owners built their own often fanciful additions (including one mobile home complete with Egyptian pylons). The results, illustrated in Wheel Estate, were sometimes comic, but they revealed what Americans thought their housing ought to look like. The need for mobile homes today has only grown as the housing crisis continues to deepen. Wallis reviews recent efforts to remove barriers against the use of manufactured housing and to assure construction quality, and he discusses how some of these efforts have backfired, making mobile homes less affordable. Wallis argues that, despite moves to restrict mobile homes, they remain a useful and distinctively American form of housing. This colorful account, extensively illustrated with period photographs and vivid portraits of the people who live in mobile homes and the industry pioneers who designed and built them, will inform and amuse anyone curious about this American phenomenon.",['Michelangelo Merisi da Caravaggio'],http://books.google.com/books/content?id=tEbrAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=tEbrAAAAMAAJ&q=Caravaggio+(Rizzoli+Quadrifolio)&dq=Caravaggio+(Rizzoli+Quadrifolio)&hl=&cd=1&source=gbs_api,Rizzoli International Publications,2001,http://books.google.nl/books?id=tEbrAAAAMAAJ&dq=Caravaggio+(Rizzoli+Quadrifolio)&hl=&source=gbs_api,['Art'],1.0,"The user reviews for this art book are mixed, highlighting both positive and negative aspects. Some readers criticize it for misleading marketing, as it differs from Puglisi's expected work; it’s a slim Rizzoli hardback with poorly color-balanced reproductions, lacking critical text, captions, and indexing. On the positive side, others appreciate the innovative quadrifolio design, which reveals large images and is ideal for students and art lovers. Negative feedback also includes customer service issues, with one user receiving a damaged book and facing difficulties in returning it for a refund, expressing dissatisfaction with both the condition and the dealer's response."
Essential Managers: Writing Your Resume,"Learn all you need to know about creating and using a resume successfully, from summarizing your achievements to targeting potential companies and replying to job advertisements. Writing Your Resume not only shows you how to decide on your career objectives, but also provides practical techniques for selecting and presenting information and creating the right impression. Power tips help you to develop first-class presentation skills that will dramatically improve your resume''s chance of standing out from the competition. The Essential Manager have sold more than 1.9 million copies worldwide! Experienced and novice managers alike can benefit from these compact guides. The topics are relevant to every work environment, from large corporations to small businesses. Concise treatments of dozens of business techniques, skills, methods, and problems are presented with hundredsof photos, charts, and diagrams. It is the most exciting and accessible approach to business and self-improvement available. Everything a job hunter needs to know about creating and using a resume to land an offer.","['Robert Heller', 'Simon Howard']",http://books.google.com/books/content?id=xJRe161na-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=xJRe161na-YC&dq=Essential+Managers:+Writing+Your+Resume&hl=&cd=1&source=gbs_api,Penguin,1999-11-29,http://books.google.nl/books?id=xJRe161na-YC&dq=Essential+Managers:+Writing+Your+Resume&hl=&source=gbs_api,['Business & Economics'],1.0,"The DK ""Essential Managers"" series is praised for its valuable, goal-oriented, and practical advice in business publications. This particular volume by Simon Howard focuses on resume writing and job search skills, offering concise guidance on resume formats, dealing with agencies, formulating cover letters, and presenting education and experience. It includes resume samples for various situations. While the book is compact and easy to use, it is noted for being more of a quick reference than an exhaustive guide. Some critique its limited content, suggesting that similar information can be found for free online, reducing its perceived value."
The Art of Loving,"The landmark bestseller that changed the way we think about love: “Every line is packed with common sense, compassion, and realism” (Fortune). The Art of Loving is a rich and detailed guide to love—an achievement reached through maturity, practice, concentration, and courage. In the decades since the book’s release, its words and lessons continue to resonate. Erich Fromm, a celebrated psychoanalyst and social psychologist, clearly and sincerely encourages the development of our capacity for and understanding of love in all of its facets. He discusses the familiar yet misunderstood romantic love, the all-encompassing brotherly love, spiritual love, and many more. A challenge to traditional Western notions of love, The Art of Loving is a modern classic about taking care of ourselves through relationships with others by the New York Times–bestselling author of To Have or To Be? and Escape from Freedom. This ebook features an illustrated biography of Erich Fromm including rare images and never-before-seen documents from the author’s estate.",['Erich Fromm'],http://books.google.com/books/content?id=pM8MzzntBRcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pM8MzzntBRcC&printsec=frontcover&dq=The+Art+of+Loving&hl=&cd=1&source=gbs_api,Open Road Media,2013-02-26,https://play.google.com/store/books/details?id=pM8MzzntBRcC&source=gbs_api,['Psychology'],3.0,"Erich Fromm's ""The Art of Loving"" is lauded for its profound exploration of love as a deliberate art that requires practice and commitment, rather than a mere passive feeling. Reviewers find it thought-provoking and life-changing, appreciating its analysis of various forms of love, including parental, romantic, brotherly, self-love, and love of God. The book distinguishes between genuine love, which involves care, respect, responsibility, and knowledge, and infatuation or dependency-driven relationships. While praised for its insights into human nature and societal impact on love, some criticize its outdated views on gender roles and homosexuality, and its sometimes dense, theoretical style. Despite mixed opinions on its practical application, the book remains influential for understanding love's complexity and necessity for personal and societal well-being."
Isaiah Effect,"Seventeen hundred years ago, key elements of our ancient heritage were lost, relegated to the esoteric traditions of mystery schools and sacred orders. Among the most empowering of the forgotten elements are references to a science with the power to bring everlasting healing to our bodies and initiate an unprecedented era of peace and cooperation between governments and nations. In his groundbreaking new book, The Isaiah Effect, Gregg Braden turns to the Isaiah Scroll, perhaps the most important of the Dead Sea Scrolls discovered in 1946, to offer insight into a powerful form of ancient prayer. In The Isaiah Effect, Braden, author of Awakening to Zero Point and Walking Between the Worlds, combines research in quantum physics with the works of the prophet Isaiah and the ancient Essenes. He demonstrates how prophecies of global catastrophe and suffering may only represent future possibilities, rather than forecast impending doom, and that we have the power to influence those possibilities. In addition to describing multiple futures, the Isaiah texts take us one step further, clearly describing the science of how we choose our futures. Tracing key words of Isaiah's text back to their original language, we discover how he taught a mode of prayer that was lost to the West during Biblical editing in the fourth century. Braden offers detailed accounts of how elements of this mode of prayer have been applied in a variety of situations, ranging from healing life-threatening conditions to entire villages using collective prayer to prevail during the 1998 fires in southern Peru. In each instance, the correlation between the offering of the prayer and a shift of the events in question was beyond coincidence--the prayers had measurable effects! As modern science continues to validate a relationship between our outer and inner worlds, it becomes more likely that a forgotten bridge links the world of our prayers with that of our experience. Each time we engage ourselves, our loved ones, and our communities with Isaiah's life-affirming message of hope, we secure nothing less than our future and the future of the only home we know.",['Gregg Braden'],http://books.google.com/books/content?id=858MnPizsnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=858MnPizsnkC&printsec=frontcover&dq=Isaiah+Effect&hl=&cd=1&source=gbs_api,Harmony,2009-02-04,https://play.google.com/store/books/details?id=858MnPizsnkC&source=gbs_api,"['Body, Mind & Spirit']",3.0,"Gregg Braden's ""The Isaiah Effect"" is praised for its exploration of ancient prayer techniques and the merging of spiritual insights with modern science, particularly quantum physics. Readers appreciate Braden's ability to synthesize various religious and cultural teachings, including those of the Essenes and Tibetan monks, and find his theories empowering, offering hope for personal and global transformation. Many reviews highlight the book's unique perspective on choosing one's reality through mindful prayer, aligning thoughts, emotions, and beliefs. However, some criticize Braden's scholarship, noting repetitive content, reliance on controversial sources, and a lack of substantial evidence for his claims, while others find the title misleading. Overall, the book is seen as inspiring and thought-provoking, particularly for those interested in metaphysics and spiritual growth."
Object-Oriented Database Design Clearly Explained,"Object-oriented database management systems are growing in popularity, thanks to changing corporate needs and the emergence of several viable products. However, while most database professionals have had at least some exposure to the basic concepts of object-oriented programming, information relating specifically to object-oriented databases has remained hard to come by. Object-Oriented Database Design Clearly Explained remedies this, providing developers and administrators with a ground-up understanding of the logical design of object-oriented databases. Focusing on the principles of the object paradigm while noting the particularities of specific products, this book will give readers the know-how required to produce effective designs in any environment. Key Features * Equips the reader with a sound understanding of the object paradigm and all key concepts, illustrating its points with three in-depth case * Presents product- and platform-neutral guidelines and advice, teaching readers the underlying object-oriented design principles they will need to apply regardless of the specific technology adopted * Details today's OODBMS standards and the variety of approaches taken by current products * Serves as a companion volume to Relational Database Design Clearly Explained, providing parallel examples that help to clarify relational and object-oriented data models",['Jan L. Harrington'],http://books.google.com/books/content?id=MRhSAo5ikJ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=MRhSAo5ikJ4C&printsec=frontcover&dq=Object-Oriented+Database+Design+Clearly+Explained&hl=&cd=1&source=gbs_api,Morgan Kaufmann,2000,http://books.google.nl/books?id=MRhSAo5ikJ4C&dq=Object-Oriented+Database+Design+Clearly+Explained&hl=&source=gbs_api,['Computers'],3.0,"The reviews for ""Object Oriented Database Design"" present a mix of opinions. Some users found it informative, noting its progression from relational to object-oriented databases and its suitability for those with some prior knowledge of database concepts. A few appreciated its practicality in educational settings. However, criticisms include its lack of depth, unclear target audience, and mediocre quality compared to existing literature. Several reviewers felt the book was basic, with redundant examples and typographical errors. It is seen as a useful introduction but insufficient on its own, with suggested alternatives such as works by Won Kim, Stonebraker, and the UML Distilled for deeper learning."
"Chi Running: A Revolutionary Approach to Effortless, Injury-Free Running","The revised edition of the bestselling ChiRunning, a groundbreaking program from ultra-marathoner and nationally-known coach Danny Dreyer, that teaches you how to run faster and farther with less effort, and to prevent and heal injuries for runners of any age or fitness level. In ChiRunning, Danny and Katherine Dreyer, well-known walking and running coaches, provide powerful insight that transforms running from a high-injury sport to a body-friendly, injury-free fitness phenomenon. ChiRunning employs the deep power reserves in the core muscles, an approach found in disciplines such as yoga, Pilates, and T’ai Chi. ChiRunning enables you to develop a personalized exercise program by blending running with the powerful mind-body principles of T’ai Chi: 1. Get aligned. Develop great posture and reduce your potential for injury while running, and make knee pain and shin splints a thing of the past. 2. Engage your core. Shift the workload from your leg muscles to your core muscles, for efficiency and speed. 3. Add relaxation to your running. Learn to focus your mind and relax your body to increase speed and distance. 4. Make it a Mindful Practice. Maintain high performance and make running a mindful, enjoyable life-long practice. 5. It’s easy to learn. Transform your running with the ten-step ChiRunning training program.","['Danny Dreyer', 'Katherine Dreyer']",http://books.google.com/books/content?id=F2nRwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=F2nRwAEACAAJ&dq=Chi+Running:+A+Revolutionary+Approach+to+Effortless,+Injury-Free+Running&hl=&cd=1&source=gbs_api",Touchstone,2009-05-05,"http://books.google.nl/books?id=F2nRwAEACAAJ&dq=Chi+Running:+A+Revolutionary+Approach+to+Effortless,+Injury-Free+Running&hl=&source=gbs_api",['Sports & Recreation'],8.0,"The reviews offer mixed feedback on the book ""ChiRunning."" On the positive side, many reviewers found the book helpful in reducing running-related injuries and improving their form, notably through techniques such as focusing on posture, easing impact, and using core muscles effectively. Several runners noted significant improvements in their running experience and efficiency, leading to injury-free running and even personal records in races. The book is praised for being well-written, easy to follow, with valuable advice on technique and body awareness.

However, some criticisms are noted. A few reviewers found the inclusion of Eastern philosophy unnecessary or found the concepts common knowledge rather than revelations. Others mentioned issues with repetitive content and perceived self-promotion through constant mentions of associated DVDs and workshops. Some found the scientific explanations lacking or disagreed with the advice, such as the midfoot landing technique not suiting everyone. Despite these critiques, many found the book worthwhile and beneficial overall, particularly for those dealing with running injuries or looking to improve their running efficiency."
